-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,33.2,33.2,-1.0
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,33.2,33.2,-1.0
-1.0,-1.0,25.1,25.1,25.1,-1.0,-1.0,-1.0,33.2,33.2,33.2
-1.0,-1.0,25.1,25.1,25.1,25.1,-1.0,-1.0,-1.0,33.2,-1.0
-1.0,-1.0,-1.0,25.1,25.1,25.1,-1.0,-1.0,-1.0,-1.0,-1.0
-1.0,-1.0,-1.0,25.1,25.1,25.1,-1.0,-1.0,-1.0,-1.0,-1.0
-1.0,-1.0,-1.0,-1.0,25.1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
